TimeStamp,M_E,RSE,WHE,B1E,B2E,BME,CDE,CWE,DNE,DWE,EBE,EQE,FGE,FRE,GRE,HPE,HTE,OFE,OUE,TVE,UTE,WOE
1363194000,1511,87,1424,0,8,25,0,0,0,0,26,41,30,139,1,664,7,84,0,21,52,0
1363197600,1193,94,1099,0,7,22,0,0,0,0,27,41,41,127,2,396,7,73,0,21,53,0
1363201200,1470,95,1375,0,95,4,0,0,0,0,26,41,63,129,1,695,6,35,0,22,52,0
1363204800,794,94,700,0,105,3,0,0,0,0,27,40,20,125,1,38,7,33,0,21,53,0
1363208400,1452,92,1360,0,105,4,0,0,0,0,26,41,55,129,1,677,6,33,0,21,52,0
1363212000,1237,83,1154,0,102,4,0,0,0,0,26,40,39,129,1,490,7,33,0,21,53,0
1363215600,756,82,674,0,8,3,0,0,0,0,26,41,77,126,4,40,15,38,0,21,52,0
1363219200,1055,92,963,0,7,21,0,0,0,0,25,40,74,125,2,38,8,38,0,21,52,0
1363222800,2343,92,2251,0,34,126,0,0,0,0,25,40,65,124,1,37,12,34,0,21,51,918
1363226400,1061,93,968,5,32,4,0,0,0,0,26,40,61,125,1,38,8,33,0,21,51,0
1363230000,1007,90,917,0,46,3,0,0,0,0,27,41,65,127,1,267,6,33,0,21,53,0
1363233600,1710,80,1630,0,148,4,0,0,0,0,26,40,20,131,1,861,6,33,0,22,52,0
1363237200,1115,84,1031,0,123,92,0,0,0,0,27,41,66,126,2,42,9,33,0,76,53,0
1363240800,779,92,687,0,32,96,0,0,0,0,25,40,43,127,1,41,7,33,0,84,53,0
1363244400,542,93,449,0,7,4,0,0,0,0,26,41,20,126,1,42,6,34,0,22,53,0
1363248000,565,94,471,0,8,3,0,0,0,0,27,40,61,127,2,42,7,34,0,21,52,0
1363251600,542,82,460,0,7,4,0,0,0,0,26,41,33,126,1,42,7,33,0,21,53,0
1363255200,525,79,446,0,7,3,0,0,0,0,25,40,25,127,1,42,6,33,0,21,53,0
1363258800,723,93,630,0,8,4,0,0,0,0,24,41,58,128,1,198,7,34,0,21,53,0
1363262400,1506,92,1414,0,7,3,0,0,0,0,25,40,20,132,2,995,7,33,0,21,53,0
1363266000,697,186,511,0,7,4,0,0,0,0,25,41,38,126,1,79,6,33,0,21,52,0
1363269600,3174,93,3081,18,27,3,0,0,0,0,24,40,67,137,1,1811,10,37,0,21,53,0
1363273200,1185,102,1083,5,75,4,0,0,0,0,25,40,53,128,1,418,7,33,1,22,53,0
1363276800,952,99,853,0,68,3,0,0,0,0,25,41,27,127,1,282,6,33,0,21,52,0
1363280400,1737,88,1649,0,8,4,0,0,0,0,24,40,39,154,1,1202,6,33,0,21,52,0
1363284000,705,211,494,0,23,3,0,0,0,0,25,41,56,125,2,38,7,34,0,21,53,0
1363287600,1937,223,1714,0,46,4,0,0,0,0,25,40,32,133,1,1193,13,33,0,21,52,0
1363291200,1201,219,982,0,51,3,0,0,0,0,24,40,53,126,1,32,23,33,0,21,53,0
1363294800,1372,463,909,0,95,4,0,0,0,0,25,41,62,126,1,39,10,80,0,21,52,0
1363298400,1239,393,846,0,83,3,0,0,0,0,25,41,20,126,1,38,7,82,0,21,53,0
1363302000,999,284,715,0,8,4,0,0,0,0,24,40,79,126,2,38,12,34,0,22,52,0
1363305600,1262,322,940,0,11,3,0,0,0,0,25,41,38,126,1,37,11,33,0,21,51,0
1363309200,2516,1143,1373,37,31,4,0,0,0,0,24,41,53,125,1,37,16,67,0,21,52,0
1363312800,2204,1008,1196,21,8,3,0,0,1,0,25,40,52,125,2,38,10,34,0,21,51,0
1363316400,1539,421,1118,10,50,4,0,0,5,0,25,40,45,127,1,212,19,41,0,21,52,0
1363320000,2727,892,1835,0,70,4,0,0,0,0,24,40,22,131,1,876,14,84,0,21,52,0
1363323600,2219,1121,1098,0,30,241,0,0,0,0,25,41,75,126,1,41,6,53,0,186,52,0
1363327200,962,319,643,0,14,91,0,0,0,0,25,40,19,126,1,42,9,34,0,79,53,0
1363330800,553,97,456,0,8,3,0,0,0,0,25,41,46,126,2,42,7,34,0,21,53,0
1363334400,552,97,455,0,7,4,0,0,0,0,24,40,42,126,1,42,6,34,0,21,53,0
1363338000,543,95,448,0,7,3,0,0,0,0,25,40,27,126,1,42,7,33,0,21,52,0
1363341600,1399,94,1305,0,8,4,0,0,0,0,25,41,23,131,1,902,6,34,0,21,53,0
1363345200,986,168,818,0,7,3,0,0,0,0,25,40,54,134,2,368,7,34,0,22,53,0
1363348800,578,134,444,0,8,4,0,0,1,0,25,40,37,126,1,42,7,34,0,21,53,0
1363352400,1976,107,1869,0,7,3,0,0,0,0,24,41,19,148,1,1393,6,34,0,21,52,0
1363356000,2590,101,2489,11,17,4,0,0,0,0,25,40,68,178,1,1439,10,34,0,21,53,0
1363359600,862,162,700,0,8,3,0,0,0,0,25,41,36,125,1,37,9,79,0,21,53,0
1363363200,2636,428,2208,0,67,4,0,0,0,0,25,40,67,143,2,1328,10,85,0,21,51,0
1363366800,1042,186,856,0,90,4,0,0,0,0,25,41,19,127,1,49,9,88,0,22,52,0
1363370400,808,93,715,0,45,3,0,0,0,0,25,40,39,125,1,38,8,63,0,21,52,0
1363374000,1863,85,1778,0,7,4,0,0,0,0,24,40,59,133,1,1201,7,65,1,21,51,0
1363377600,1202,459,743,0,39,3,0,0,0,0,25,41,34,125,1,32,9,83,0,21,52,0
1363381200,1409,626,783,0,43,24,0,0,0,0,25,40,28,125,1,41,15,79,0,21,51,0
1363384800,1263,358,905,0,7,4,0,0,0,0,24,40,55,128,2,481,7,36,0,21,52,0
1363388400,1291,251,1040,0,19,3,0,0,0,0,25,41,37,129,1,538,7,41,0,21,51,0
1363392000,739,210,529,0,20,4,0,0,0,0,25,41,31,125,1,41,7,39,0,22,51,0
1363395600,910,123,787,0,11,3,0,0,0,0,25,40,48,127,1,299,8,34,0,21,52,0
1363399200,1701,186,1515,0,25,4,0,0,0,0,24,40,38,131,1,944,8,33,0,21,51,0
1363402800,1615,511,1104,5,67,3,0,0,0,310,25,41,62,125,2,40,15,34,0,21,51,0
1363406400,1937,282,1655,1,149,204,0,0,0,454,25,40,19,125,1,39,11,33,0,116,52,0
1363410000,1816,127,1689,1,52,331,0,0,0,329,24,40,39,126,2,176,14,34,0,180,52,0
1363413600,1025,212,813,0,18,147,0,0,0,11,25,41,59,126,1,59,7,33,0,112,52,0
1363417200,833,384,449,0,7,3,0,0,0,0,25,40,37,126,1,41,6,34,0,22,51,1
1363420800,871,435,436,0,7,4,0,0,0,0,25,40,19,127,1,42,11,34,0,23,52,0
1363424400,602,107,495,0,8,3,0,0,0,0,24,41,74,126,2,42,6,33,0,22,53,0
1363428000,684,101,583,0,7,4,0,0,0,0,25,40,166,127,1,42,7,34,0,22,52,0
1363431600,1831,93,1738,0,8,3,0,0,0,0,25,40,33,144,1,1294,7,33,0,23,52,0
1363435200,553,91,462,0,7,4,0,0,0,0,25,41,56,127,1,31,7,34,0,22,53,0
1363438800,969,91,878,0,9,3,0,0,0,0,24,40,39,129,2,433,6,33,0,22,51,0
1363442400,2235,99,2136,0,8,4,0,0,0,0,25,41,18,143,1,1610,7,34,0,22,52,0
1363446000,1766,99,1667,0,7,3,0,0,0,0,25,40,38,190,1,1160,6,34,0,23,51,0
1363449600,1101,258,843,0,53,4,0,0,0,0,25,40,57,130,1,38,9,43,0,22,52,0
1363453200,1821,396,1425,0,8,117,0,0,0,0,24,41,37,133,1,731,11,36,0,92,51,0
1363456800,1851,397,1454,0,32,215,0,0,0,0,25,40,60,133,2,518,10,34,0,150,52,0
1363460400,1105,398,707,0,8,4,0,0,0,0,25,40,37,131,1,296,7,33,0,25,51,0
1363464000,1985,377,1608,0,7,3,0,0,0,0,25,41,20,153,1,1168,11,34,0,22,51,0
1363467600,855,383,472,0,7,4,0,0,0,0,24,40,59,131,1,42,11,33,1,22,52,0
1363471200,2063,693,1370,0,34,90,0,0,0,0,25,40,38,134,1,749,8,34,0,65,51,0
1363474800,3191,2094,1097,0,21,183,0,0,0,0,25,40,60,131,2,291,14,49,0,135,52,0
1363478400,1642,884,758,0,11,4,0,0,0,0,25,41,74,130,1,40,9,34,0,23,51,0
1363482000,946,124,822,0,23,3,0,0,0,0,24,40,43,131,1,39,14,53,0,22,51,0
1363485600,1111,117,994,2,25,4,0,0,5,0,25,40,36,130,1,40,7,34,0,22,51,0
1363489200,1077,116,961,3,71,102,0,0,2,0,25,40,45,140,2,40,21,38,0,42,51,0
1363492800,1514,228,1286,0,104,331,0,0,0,0,24,41,40,148,1,40,4,35,0,175,51,0
1363496400,1261,124,1137,0,13,337,0,0,0,0,25,41,63,151,1,42,3,33,0,209,52,0
1363500000,899,148,751,0,15,153,0,0,0,0,25,42,20,132,2,42,6,34,0,124,52,0
1363503600,793,308,485,0,7,3,0,0,0,0,25,41,59,130,1,42,10,34,0,22,52,0
1363507200,550,98,452,0,7,4,0,0,0,0,25,41,34,130,1,42,7,33,0,22,51,0
1363510800,1665,89,1576,0,10,3,0,0,0,0,26,41,25,147,1,1147,7,38,0,22,52,0
1363514400,580,98,482,0,8,4,0,0,0,0,25,42,53,129,2,36,6,34,0,22,52,0
1363518000,571,98,473,0,7,3,0,0,0,0,25,41,25,165,1,40,7,33,0,23,52,0
1363521600,543,80,463,0,7,4,0,0,0,0,26,41,35,128,1,39,6,34,0,21,52,0
1363525200,581,85,496,0,8,3,0,0,0,0,25,41,45,166,1,39,6,33,0,22,51,0
1363528800,649,96,553,0,7,4,0,0,0,0,25,41,35,165,2,38,6,34,0,22,52,0
1363532400,792,96,696,0,8,3,0,0,0,0,25,40,63,158,1,39,13,47,0,22,51,0
1363536000,919,403,516,0,7,4,0,0,0,0,25,40,54,127,1,38,9,34,0,22,51,0
1363539600,1907,417,1490,0,7,6,0,0,0,0,26,39,35,133,1,1053,6,34,0,22,51,0
1363543200,672,192,480,0,8,3,0,0,0,0,26,40,40,127,1,71,7,33,0,22,51,0
1363546800,1016,284,732,0,7,4,0,0,0,0,24,39,51,128,2,306,13,34,0,22,51,0
1363550400,1435,547,888,0,14,47,0,0,0,0,26,40,38,130,1,385,13,33,0,41,51,0
1363554000,2257,1336,921,0,7,212,0,0,0,0,25,40,73,127,1,39,14,34,0,128,51,0
1363557600,1750,1034,716,0,8,4,0,0,0,0,25,40,60,127,1,38,10,34,0,22,51,0
1363561200,1872,1218,654,0,9,3,0,0,0,0,24,39,39,126,2,37,8,49,0,22,51,0
1363564800,1584,631,953,0,8,4,0,0,0,0,25,41,75,126,1,38,14,34,0,22,51,0
1363568400,1692,994,698,0,63,3,0,0,0,0,25,39,61,128,1,38,16,34,0,22,51,0
1363572000,1381,454,927,18,39,4,0,0,0,0,25,40,21,129,1,38,20,44,0,22,51,0
1363575600,1476,396,1080,11,56,154,0,0,0,0,26,41,71,152,2,37,7,46,0,121,51,0
1363579200,1481,217,1264,0,105,334,0,0,0,0,25,41,22,129,1,38,5,35,0,169,51,0
1363582800,2550,297,2253,0,62,299,0,0,0,0,26,41,40,134,1,1207,4,33,0,143,52,0
1363586400,626,106,520,0,11,4,0,0,0,0,25,40,68,130,1,37,8,34,0,28,51,0
1363590000,547,93,454,0,7,3,0,0,0,0,26,42,25,130,2,41,7,34,0,22,51,0
1363593600,570,90,480,0,7,4,0,0,0,0,26,41,63,130,1,42,7,33,0,22,52,0
1363597200,562,94,468,0,8,3,0,0,0,0,26,42,40,129,1,43,6,34,0,22,53,0
1363600800,562,95,467,0,7,4,0,0,0,0,26,41,40,143,2,42,7,33,1,22,53,0
1363604400,590,95,495,0,8,3,0,0,0,0,26,42,45,149,1,42,7,34,0,23,52,0
1363608000,538,95,443,0,7,4,0,0,0,0,26,41,20,140,1,42,6,33,0,22,52,0
1363611600,603,89,514,0,7,3,0,0,0,0,26,41,63,154,1,41,7,34,0,22,52,0
1363615200,1099,421,678,0,24,4,0,0,0,0,26,41,40,166,2,41,12,42,0,22,51,0
1363618800,823,86,737,0,8,32,0,0,0,0,26,40,46,151,1,41,9,52,0,35,51,0
1363622400,1708,90,1618,0,34,262,0,0,0,0,25,41,43,146,1,571,4,73,0,148,51,0
1363626000,1123,98,1025,0,110,4,0,0,0,0,25,41,20,147,1,484,6,37,0,21,51,0
1363629600,1071,98,973,0,8,3,0,0,0,0,26,40,73,130,2,40,9,38,0,22,51,0
1363633200,717,89,628,0,8,4,0,0,0,0,25,42,41,130,1,41,9,72,0,22,51,0
1363636800,741,80,661,0,7,3,0,0,0,0,26,42,23,130,1,42,8,80,0,21,52,0
1363640400,887,97,790,0,63,108,0,0,0,0,26,41,62,129,1,41,6,46,0,22,51,0
1363644000,966,196,770,0,13,84,0,0,0,0,26,41,23,129,1,42,8,64,0,22,51,0
1363647600,829,86,743,0,51,3,0,0,0,0,26,42,70,128,2,40,8,50,0,21,51,0
1363651200,1529,632,897,0,8,4,0,0,0,0,26,39,83,129,1,40,16,33,0,22,51,0
1363654800,1842,1006,836,1,7,7,0,0,0,187,33,40,49,129,1,41,24,35,0,22,51,0
1363658400,2211,571,1640,22,26,4,0,0,0,607,62,41,71,129,2,39,10,76,0,21,51,0
1363662000,1419,417,1002,0,76,70,0,0,0,9,26,41,26,127,1,40,21,67,0,51,51,0
1363665600,2180,349,1831,1,43,334,0,0,0,366,26,42,65,156,1,39,8,59,0,178,52,0
1363669200,1448,341,1107,0,7,338,0,0,0,3,26,41,21,130,2,42,6,34,0,257,53,0
1363672800,917,309,608,0,17,52,0,0,0,0,27,41,54,127,1,41,7,33,0,59,53,0
1363676400,540,87,453,0,7,3,0,0,0,0,26,41,34,128,1,42,6,33,0,22,53,0
1363680000,578,89,489,0,7,4,0,0,0,0,26,42,34,158,1,42,7,34,0,22,52,0
1363683600,678,97,581,0,8,3,0,0,0,0,27,41,152,137,2,43,7,33,0,22,53,0
1363687200,623,98,525,0,7,4,0,0,0,0,26,42,81,153,1,42,7,33,0,22,53,0
1363690800,581,93,488,0,8,3,0,0,0,0,26,41,30,161,1,42,6,33,0,23,53,0
1363694400,554,80,474,0,7,4,0,0,0,0,27,41,46,142,2,41,6,33,0,22,52,0
1363698000,579,90,489,0,7,3,0,0,0,0,26,40,37,151,1,42,6,34,0,22,53,0
1363701600,890,390,500,0,8,4,0,0,0,0,26,40,34,183,1,41,9,35,0,22,53,0
1363705200,875,83,792,0,28,3,0,0,0,0,26,42,75,147,1,42,11,49,0,22,52,0
1363708800,748,84,664,0,42,4,0,47,0,0,26,41,19,104,2,41,9,63,1,22,52,0
1363712400,2087,96,1991,0,26,52,0,162,0,0,26,41,81,96,1,1131,7,52,0,22,52,0
1363716000,1024,96,928,0,7,36,0,0,0,0,26,42,32,93,1,286,7,82,0,22,52,0
1363719600,3854,86,3768,0,7,3,2037,0,0,0,26,41,90,95,1,1065,9,58,0,22,51,0
1363723200,1615,80,1535,0,8,4,938,0,0,0,26,41,25,92,1,39,7,63,0,22,52,0
1363726800,1493,98,1395,0,28,3,1,36,0,0,26,42,58,95,1,710,10,86,0,21,53,0
1363730400,1413,97,1316,0,28,117,0,163,0,0,26,41,19,94,2,439,6,74,1,83,52,0
1363734000,1356,291,1065,0,38,336,1,0,0,0,26,41,44,92,1,38,7,35,0,231,53,0
1363737600,2424,392,2032,0,7,71,0,0,0,0,26,39,50,96,1,1056,11,34,0,60,51,0
1363741200,3724,610,3114,2,55,8,1844,0,0,0,26,39,62,92,14,37,12,34,0,21,50,0
1363744800,1480,447,1033,21,67,3,17,0,0,0,26,40,41,92,1,37,21,33,0,21,52,0
1363748400,1221,563,658,3,66,4,1,0,0,0,26,40,38,93,1,38,22,48,0,21,52,0
1363752000,2765,354,2411,0,103,12,1,0,0,0,26,42,38,119,1,1413,8,90,0,25,51,0
1363755600,1732,303,1429,0,101,332,0,0,0,0,26,42,56,97,2,56,4,51,0,249,53,0
1363759200,607,94,513,0,29,30,1,0,0,0,26,41,33,93,1,42,7,32,0,41,52,0
1363762800,511,92,419,0,7,3,1,0,0,0,26,41,27,93,1,42,6,34,1,21,53,0
1363766400,524,94,430,0,8,3,1,0,0,0,27,41,50,94,1,42,7,33,0,22,53,0
1363770000,1532,98,1434,0,7,4,0,0,0,0,26,41,37,101,2,1047,7,33,0,21,53,0
1363773600,857,98,759,0,8,3,1,0,0,0,26,42,27,115,1,355,7,33,0,21,53,0
1363777200,704,97,607,0,7,3,1,0,0,0,27,41,26,97,1,241,7,33,0,21,52,0
1363780800,1572,93,1479,0,7,3,1,0,0,0,26,41,51,109,1,1065,6,33,0,21,53,0
1363784400,542,85,457,0,8,4,0,0,0,0,27,41,37,96,1,39,7,33,0,21,53,0
1363788000,2356,405,1951,0,7,3,1,0,0,0,26,40,20,105,2,1499,10,36,0,22,52,0
1363791600,2270,85,2185,0,8,3,1,0,0,0,27,41,59,192,1,1680,5,32,0,21,52,0
1363795200,759,91,668,0,7,3,0,0,0,0,26,39,63,96,1,35,9,32,0,21,52,0
1363798800,729,98,631,0,8,4,1,0,0,0,26,40,86,97,1,37,9,32,0,125,52,0
1363802400,1989,97,1892,0,7,3,1,0,0,0,27,40,50,104,1,1158,7,36,0,139,51,1
1363806000,701,94,607,0,15,3,0,0,0,0,26,40,94,97,1,40,8,33,0,22,52,0
1363809600,498,82,416,0,8,3,1,0,0,0,26,39,43,95,2,39,7,31,0,21,52,0
1363813200,1127,217,910,0,7,158,1,104,0,0,26,41,70,97,1,41,9,41,1,140,52,0
1363816800,1148,136,1012,0,30,116,1,103,0,0,27,40,70,96,4,41,7,76,0,96,53,0
1363820400,894,310,584,0,32,3,0,0,0,0,26,41,60,95,1,40,14,56,0,21,52,0
1363824000,2818,1847,971,0,7,3,1,0,0,0,26,39,78,96,2,39,16,34,0,21,51,0
1363827600,2977,1650,1327,0,7,3,268,0,0,0,27,40,51,95,1,39,13,33,0,21,51,0
1363831200,5074,2121,2953,7,46,3,1979,0,4,0,26,40,56,94,1,38,20,33,0,21,50,0
1363834800,1741,776,965,0,48,160,0,0,2,0,26,40,41,94,1,40,18,34,0,112,52,0
1363838400,2301,924,1377,0,98,334,0,0,0,0,26,41,68,122,2,41,7,34,0,234,52,0
1363842000,1581,428,1153,0,36,338,0,0,0,0,27,40,35,93,1,41,6,40,0,244,52,0
1363845600,699,93,606,0,16,71,0,0,0,0,26,41,29,93,1,42,6,40,0,68,53,0
1363849200,542,98,444,0,7,4,0,0,0,0,27,40,61,94,1,42,7,40,0,21,53,0
1363852800,515,96,419,0,8,3,0,0,0,0,26,41,19,93,2,42,7,38,1,22,52,0
1363856400,1679,95,1584,0,7,4,0,0,0,0,26,40,41,110,1,1181,7,33,0,21,53,0
1363860000,528,80,448,0,8,3,0,0,0,0,26,41,53,93,1,41,6,34,0,21,53,0
1363863600,514,83,431,0,7,4,0,0,0,0,26,40,23,127,1,42,7,33,0,21,53,0
1363867200,509,95,414,0,7,3,0,0,0,0,25,41,21,93,2,42,6,34,0,21,52,0
1363870800,561,94,467,0,8,4,0,0,0,0,25,40,58,127,1,41,7,33,0,21,53,0
1363874400,775,290,485,0,7,3,0,0,0,0,26,41,40,127,1,42,10,36,0,21,53,0
1363878000,944,83,861,0,8,8,0,0,0,0,25,41,71,119,1,40,12,41,0,21,52,0
1363881600,1447,87,1360,0,38,4,0,0,0,0,25,40,20,104,2,936,7,34,0,22,51,0
1363885200,502,94,408,0,9,3,0,0,0,0,26,41,40,92,1,33,6,34,0,21,52,0
1363888800,1994,94,1900,0,8,4,0,0,0,0,25,40,55,127,1,1446,5,34,0,21,51,0
1363892400,574,94,480,0,20,3,0,0,0,0,26,41,57,92,1,30,8,36,0,21,52,0
1363896000,709,90,619,0,40,24,0,0,0,0,25,41,44,91,1,38,6,61,0,28,53,0
1363899600,838,152,686,0,34,95,0,0,0,0,25,40,34,92,2,39,6,37,0,167,53,0
1363903200,620,179,441,0,7,4,0,0,0,0,25,41,58,91,1,38,9,33,0,23,52,0
1363906800,797,388,409,0,7,3,0,0,0,0,26,40,23,92,1,38,11,33,0,21,52,0
1363910400,1460,1050,410,0,8,4,0,0,0,0,25,40,40,92,1,39,10,34,1,21,52,0
1363914000,2145,628,1517,0,18,3,0,0,0,0,26,41,52,98,1,1022,11,40,0,21,52,0
1363917600,1549,419,1130,17,39,28,0,0,0,0,25,41,30,93,2,220,16,50,0,21,50,0
1363921200,1171,425,746,2,58,4,0,0,0,0,25,40,32,91,1,38,6,33,0,21,51,0
1363924800,1896,413,1483,0,145,3,0,0,0,0,26,40,48,96,1,678,9,33,0,21,53,0
1363928400,2222,473,1749,0,96,240,0,0,4,0,26,41,39,102,1,519,19,34,0,174,52,0
1363932000,1195,281,914,0,15,234,0,0,3,0,26,41,60,92,2,40,6,34,0,177,53,0
1363935600,503,95,408,0,8,3,0,0,14,0,27,40,21,92,1,38,6,33,0,21,52,0
1363939200,549,92,457,0,7,4,0,0,13,0,26,41,53,92,1,40,5,33,0,21,52,0
1363942800,499,91,408,0,7,3,0,0,13,0,26,40,20,93,1,39,6,34,0,21,52,0
1363946400,564,90,474,0,8,4,0,0,13,0,27,41,44,124,2,39,5,33,0,21,51,0
1363950000,683,85,598,0,7,3,0,0,7,0,26,40,188,113,1,39,6,34,0,21,53,0
1363953600,497,82,415,0,8,4,0,0,2,0,26,41,32,98,1,39,5,33,0,21,51,0
1363957200,536,86,450,0,7,3,0,0,0,0,27,40,27,126,1,38,6,34,0,22,52,0
1363960800,945,432,513,0,7,4,0,0,0,0,26,40,53,127,2,39,8,40,0,21,51,0
1363964400,887,82,805,0,8,3,0,0,0,0,26,41,35,125,1,38,8,42,0,21,52,0
1363968000,802,82,720,0,14,15,0,0,0,0,26,40,50,112,1,39,8,33,0,21,51,0
1363971600,1577,88,1489,0,8,330,0,98,0,180,27,41,30,102,1,40,22,51,1,36,51,0
1363975200,1302,91,1211,2,11,27,0,70,0,592,26,40,57,118,2,39,7,35,0,23,52,0
1363978800,1527,89,1438,0,16,4,0,0,0,327,26,40,20,95,1,679,10,47,0,22,50,0
1363982400,2042,89,1953,1,51,45,1108,77,0,0,26,40,62,93,1,164,7,62,0,21,51,0
1363986000,1176,89,1087,0,12,272,0,123,0,0,26,41,119,91,1,40,9,69,1,21,51,0
1363989600,971,78,893,0,36,144,0,0,0,0,26,41,87,92,2,41,8,52,0,21,52,0
1363993200,1090,78,1012,0,82,351,101,0,0,0,27,40,45,92,1,88,6,33,0,21,51,0
1363996800,4003,86,3917,0,12,106,2356,0,0,0,26,41,87,95,1,611,9,33,0,21,51,0
1364000400,1237,449,788,0,7,198,0,0,0,0,25,40,52,92,1,41,20,37,0,22,52,0
1364004000,1819,652,1167,9,21,305,0,0,0,0,27,40,60,92,2,40,20,33,0,109,51,0
1364007600,1820,503,1317,0,75,351,0,0,0,0,26,41,51,91,1,40,15,33,0,250,52,0
1364011200,1931,579,1352,0,96,355,0,0,0,0,26,40,58,92,1,41,6,33,0,252,51,0
1364014800,1225,328,897,0,37,203,0,0,0,0,27,40,47,120,2,41,10,34,0,130,52,0
1364018400,559,106,453,0,7,21,0,0,0,0,26,41,36,92,1,41,6,34,0,23,52,0
1364022000,537,90,447,0,7,21,0,0,0,0,27,40,53,93,1,42,5,34,0,22,51,0
1364025600,542,88,454,0,8,22,0,0,0,0,26,40,37,96,1,41,6,34,0,23,52,0
1364029200,563,92,471,0,7,21,0,0,0,0,27,41,50,118,2,42,5,34,0,22,52,0
1364032800,561,91,470,0,7,21,0,0,0,0,26,40,39,112,1,42,6,34,0,23,52,1
1364036400,553,99,454,0,8,22,0,0,0,0,27,40,40,104,1,42,5,33,0,22,52,0
1364040000,701,232,469,0,7,21,0,0,0,0,26,41,30,123,2,42,9,34,0,23,51,0
1364043600,557,90,467,0,8,21,0,0,0,0,26,40,38,104,1,42,5,34,0,23,52,0
1364047200,1412,85,1327,0,7,352,0,0,0,0,27,41,45,145,1,40,11,34,0,132,52,0
1364050800,1071,80,991,0,8,261,0,0,0,0,26,41,48,115,1,42,6,34,0,122,51,0
1364054400,1077,79,998,0,7,40,0,0,0,0,27,40,61,110,2,40,8,35,0,22,52,0
1364058000,850,91,759,0,7,118,0,0,0,0,26,40,60,92,1,40,21,42,0,23,51,0
1364061600,581,91,490,0,8,22,0,0,0,0,27,40,19,94,1,108,5,34,0,23,51,0
1364065200,1763,90,1673,0,7,21,0,50,0,0,26,42,61,100,1,1146,9,46,1,22,51,0
1364068800,1008,90,918,0,14,21,0,118,0,0,27,41,58,92,2,40,8,50,0,23,52,0
1364072400,2113,79,2034,0,9,22,1529,0,0,0,26,40,53,93,1,41,10,52,0,22,51,0
1364076000,971,75,896,0,15,97,346,0,0,0,26,40,19,94,1,41,14,34,0,23,52,0
1364079600,912,88,824,0,47,295,0,0,0,0,27,41,50,93,1,42,7,34,0,22,51,0
1364083200,887,88,799,0,8,133,1,0,0,137,26,40,63,94,2,40,10,33,0,62,51,0
1364086800,1774,91,1683,1,7,353,0,0,0,502,27,41,39,94,1,119,6,34,0,240,52,0
1364090400,2046,83,1963,1,22,29,0,0,0,442,26,40,90,99,1,762,7,37,0,28,51,0
1364094000,2075,75,2000,5,42,22,959,0,0,294,26,40,60,93,2,38,6,34,0,23,51,0
1364097600,883,88,795,0,65,21,1,0,0,0,27,41,39,94,1,39,14,34,1,22,52,0
1364101200,1549,167,1382,0,107,293,1,0,2,0,26,40,80,118,1,39,9,34,0,163,51,0
1364104800,867,118,749,0,41,104,1,0,3,0,27,41,37,95,1,38,6,34,0,113,52,0
1364108400,528,98,430,0,8,22,0,0,0,0,26,40,19,94,2,39,6,34,0,22,51,0
1364112000,531,93,438,0,7,21,1,0,0,0,26,40,37,94,1,39,5,33,0,23,53,0
1364115600,576,88,488,0,11,21,0,0,0,0,27,41,57,110,1,39,5,34,0,22,52,0
1364119200,526,74,452,0,7,22,1,0,0,0,26,40,44,104,1,39,5,36,0,23,53,0
1364122800,549,86,463,0,8,21,0,0,0,0,27,41,19,125,2,39,5,33,0,22,52,0
1364126400,525,90,435,0,7,21,0,0,0,0,26,40,39,94,1,39,6,34,0,23,53,0
1364130000,551,89,462,0,8,22,1,0,0,0,26,40,19,126,1,39,5,33,0,22,52,0
1364133600,1223,76,1147,0,8,177,0,0,0,0,27,41,70,129,2,39,12,34,0,22,51,0
1364137200,1488,78,1410,0,15,217,1,0,0,0,26,40,120,108,1,38,11,45,0,23,52,0
1364140800,686,90,596,0,9,76,0,0,0,0,27,41,117,95,1,38,6,34,0,22,51,0
1364144400,1775,89,1686,0,7,23,1,0,0,0,26,40,52,110,1,1257,5,34,0,22,51,0
1364148000,793,85,708,0,8,22,0,0,0,0,26,40,63,123,1,243,5,33,0,23,51,0
1364151600,1594,75,1519,0,7,37,1,0,0,0,27,41,64,102,2,1064,5,35,0,22,51,0
1364155200,652,84,568,0,84,22,0,0,0,0,26,40,88,95,1,31,6,33,0,22,51,0
1364158800,775,90,685,0,17,171,1,0,0,0,27,40,55,96,1,38,6,42,0,63,51,0
1364162400,1077,90,987,0,10,349,0,0,0,0,26,41,61,95,1,37,5,33,0,213,51,0
1364166000,722,81,641,0,7,35,1,0,0,0,26,40,119,95,2,37,8,34,0,29,51,0
1364169600,779,74,705,0,8,23,0,0,0,0,27,40,122,96,1,40,8,34,0,22,51,0
1364173200,906,88,818,1,7,22,1,0,0,0,26,41,205,97,1,41,13,38,1,22,51,0
1364176800,1513,612,901,6,26,22,0,0,0,0,26,40,67,98,1,39,22,53,0,22,51,0
1364180400,1744,533,1211,0,95,242,1,0,0,0,26,40,51,98,1,40,6,47,0,133,51,0
1364184000,1723,406,1317,0,77,350,0,0,0,0,27,40,87,98,2,40,16,34,0,177,51,0
1364187600,1869,392,1477,0,111,357,1,0,0,0,26,41,42,99,1,153,7,35,0,241,53,0
